date                ,no ,x and y    ,xend and yend ,kosong ,car id ,jam dibuat ,jam isi  ,jam kosong
22:37:59 Sun-21-Jul,2,"(174, 124)","(270, 228)",Kosong,,22:37:38,,22:37:59
22:37:59 Sun-21-Jul,3,"(265, 130)","(354, 219)",Terisi,2,22:37:40,22:37:59,
22:37:59 Sun-21-Jul,1,"(7, 118)","(174, 229)",Terisi,3,22:37:34,22:37:59,
22:37:59 Sun-21-Jul,2,"(174, 124)","(270, 228)",Kosong,,22:37:38,,22:37:59
22:37:59 Sun-21-Jul,3,"(265, 130)","(354, 219)",Terisi,2,22:37:40,22:37:59,
22:38:00 Sun-21-Jul,1,"(7, 118)","(174, 229)",Terisi,3,22:37:34,22:38:00,
22:38:00 Sun-21-Jul,2,"(174, 124)","(270, 228)",Kosong,,22:37:38,,22:38:00
22:38:00 Sun-21-Jul,3,"(265, 130)","(354, 219)",Terisi,2,22:37:40,22:38:00,
22:38:00 Sun-21-Jul,1,"(7, 118)","(174, 229)",Terisi,2,22:37:34,22:38:00,
22:38:00 Sun-21-Jul,2,"(174, 124)","(270, 228)",Kosong,,22:37:38,,22:38:00
22:38:00 Sun-21-Jul,3,"(265, 130)","(354, 219)",Terisi,3,22:37:40,22:38:00,
22:38:00 Sun-21-Jul,1,"(7, 118)","(174, 229)",Terisi,2,22:37:34,22:38:00,
22:38:00 Sun-21-Jul,2,"(174, 124)","(270, 228)",Kosong,,22:37:38,,22:38:00
22:38:00 Sun-21-Jul,3,"(265, 130)","(354, 219)",Terisi,3,22:37:40,22:38:00,
22:38:00 Sun-21-Jul,1,"(7, 118)","(174, 229)",Terisi,3,22:37:34,22:38:00,
22:38:00 Sun-21-Jul,2,"(174, 124)","(270, 228)",Kosong,,22:37:38,,22:38:00
22:38:00 Sun-21-Jul,3,"(265, 130)","(354, 219)",Terisi,2,22:37:40,22:38:00,
22:38:01 Sun-21-Jul,1,"(7, 118)","(174, 229)",Terisi,3,22:37:34,22:38:01,
22:38:01 Sun-21-Jul,2,"(174, 124)","(270, 228)",Kosong,,22:37:38,,22:38:01
22:38:01 Sun-21-Jul,3,"(265, 130)","(354, 219)",Terisi,2,22:37:40,22:38:01,
22:38:01 Sun-21-Jul,1,"(7, 118)","(174, 229)",Terisi,2,22:37:34,22:38:01,
22:38:01 Sun-21-Jul,2,"(174, 124)","(270, 228)",Kosong,,22:37:38,,22:38:01
22:38:01 Sun-21-Jul,3,"(265, 130)","(354, 219)",Terisi,3,22:37:40,22:38:01,
22:38:01 Sun-21-Jul,1,"(7, 118)","(174, 229)",Terisi,2,22:37:34,22:38:01,
22:38:01 Sun-21-Jul,2,"(174, 124)","(270, 228)",Kosong,,22:37:38,,22:38:01
22:38:01 Sun-21-Jul,3,"(265, 130)","(354, 219)",Terisi,3,22:37:40,22:38:01,
22:38:01 Sun-21-Jul,1,"(7, 118)","(174, 229)",Terisi,2,22:37:34,22:38:01,
22:38:01 Sun-21-Jul,2,"(174, 124)","(270, 228)",Kosong,,22:37:38,,22:38:01
22:38:01 Sun-21-Jul,3,"(265, 130)","(354, 219)",Terisi,3,22:37:40,22:38:01,
22:38:01 Sun-21-Jul,1,"(7, 118)","(174, 229)",Terisi,2,22:37:34,22:38:02,
22:38:01 Sun-21-Jul,2,"(174, 124)","(270, 228)",Kosong,,22:37:38,,22:38:02
22:38:01 Sun-21-Jul,3,"(265, 130)","(354, 219)",Terisi,3,22:37:40,22:38:02,
22:38:02 Sun-21-Jul,1,"(7, 118)","(174, 229)",Terisi,2,22:37:34,22:38:02,
22:38:02 Sun-21-Jul,2,"(174, 124)","(270, 228)",Kosong,,22:37:38,,22:38:02
22:38:02 Sun-21-Jul,3,"(265, 130)","(354, 219)",Terisi,3,22:37:40,22:38:02,
22:38:02 Sun-21-Jul,1,"(7, 118)","(174, 229)",Terisi,2,22:37:34,22:38:02,
22:38:02 Sun-21-Jul,2,"(174, 124)","(270, 228)",Kosong,,22:37:38,,22:38:02
22:38:02 Sun-21-Jul,3,"(265, 130)","(354, 219)",Terisi,3,22:37:40,22:38:02,
22:38:02 Sun-21-Jul,1,"(7, 118)","(174, 229)",Terisi,2,22:37:34,22:38:02,
22:38:02 Sun-21-Jul,2,"(174, 124)","(270, 228)",Kosong,,22:37:38,,22:38:02
22:38:02 Sun-21-Jul,3,"(265, 130)","(354, 219)",Terisi,3,22:37:40,22:38:02,
22:38:02 Sun-21-Jul,1,"(7, 118)","(174, 229)",Terisi,2,22:37:34,22:38:02,
22:38:02 Sun-21-Jul,2,"(174, 124)","(270, 228)",Kosong,,22:37:38,,22:38:02
22:38:02 Sun-21-Jul,3,"(265, 130)","(354, 219)",Kosong,,22:37:40,,22:38:02
22:38:03 Sun-21-Jul,1,"(7, 118)","(174, 229)",Terisi,2,22:37:34,22:38:03,
22:38:03 Sun-21-Jul,2,"(174, 124)","(270, 228)",Kosong,,22:37:38,,22:38:03
22:38:03 Sun-21-Jul,3,"(265, 130)","(354, 219)",Kosong,,22:37:40,,22:38:03
22:38:03 Sun-21-Jul,1,"(7, 118)","(174, 229)",Terisi,2,22:37:34,22:38:03,
22:38:03 Sun-21-Jul,2,"(174, 124)","(270, 228)",Kosong,,22:37:38,,22:38:03
22:38:03 Sun-21-Jul,3,"(265, 130)","(354, 219)",Kosong,,22:37:40,,22:38:03
22:38:03 Sun-21-Jul,1,"(7, 118)","(174, 229)",Terisi,2,22:37:34,22:38:03,
22:38:03 Sun-21-Jul,2,"(174, 124)","(270, 228)",Kosong,,22:37:38,,22:38:03
22:38:03 Sun-21-Jul,3,"(265, 130)","(354, 219)",Kosong,,22:37:40,,22:38:03
22:38:03 Sun-21-Jul,1,"(7, 118)","(174, 229)",Terisi,2,22:37:34,22:38:03,
22:38:03 Sun-21-Jul,2,"(174, 124)","(270, 228)",Kosong,,22:37:38,,22:38:03
22:38:03 Sun-21-Jul,3,"(265, 130)","(354, 219)",Kosong,,22:37:40,,22:38:03
22:38:03 Sun-21-Jul,1,"(7, 118)","(174, 229)",Terisi,2,22:37:34,22:38:04,
22:38:03 Sun-21-Jul,2,"(174, 124)","(270, 228)",Kosong,,22:37:38,,22:38:04
22:38:03 Sun-21-Jul,3,"(265, 130)","(354, 219)",Kosong,,22:37:40,,22:38:04
22:38:04 Sun-21-Jul,1,"(7, 118)","(174, 229)",Terisi,2,22:37:34,22:38:04,
22:38:04 Sun-21-Jul,2,"(174, 124)","(270, 228)",Kosong,,22:37:38,,22:38:04
22:38:04 Sun-21-Jul,3,"(265, 130)","(354, 219)",Kosong,,22:37:40,,22:38:04
22:38:04 Sun-21-Jul,1,"(7, 118)","(174, 229)",Terisi,2,22:37:34,22:38:04,
22:38:04 Sun-21-Jul,2,"(174, 124)","(270, 228)",Kosong,,22:37:38,,22:38:04
22:38:04 Sun-21-Jul,3,"(265, 130)","(354, 219)",Terisi,3,22:37:40,22:38:04,
22:38:04 Sun-21-Jul,1,"(7, 118)","(174, 229)",Terisi,2,22:37:34,22:38:04,
22:38:04 Sun-21-Jul,2,"(174, 124)","(270, 228)",Kosong,,22:37:38,,22:38:04
22:38:04 Sun-21-Jul,3,"(265, 130)","(354, 219)",Terisi,3,22:37:40,22:38:04,
22:38:04 Sun-21-Jul,1,"(7, 118)","(174, 229)",Terisi,1,22:37:34,22:38:04,
22:38:04 Sun-21-Jul,2,"(174, 124)","(270, 228)",Kosong,,22:37:38,,22:38:04
22:38:04 Sun-21-Jul,3,"(265, 130)","(354, 219)",Terisi,3,22:37:40,22:38:04,
22:38:04 Sun-21-Jul,1,"(7, 118)","(174, 229)",Terisi,1,22:37:34,22:38:05,
22:38:04 Sun-21-Jul,2,"(174, 124)","(270, 228)",Kosong,,22:37:38,,22:38:05
22:38:04 Sun-21-Jul,3,"(265, 130)","(354, 219)",Terisi,3,22:37:40,22:38:05,
22:38:05 Sun-21-Jul,1,"(7, 118)","(174, 229)",Terisi,1,22:37:34,22:38:05,
22:38:05 Sun-21-Jul,2,"(174, 124)","(270, 228)",Kosong,,22:37:38,,22:38:05
22:38:05 Sun-21-Jul,3,"(265, 130)","(354, 219)",Terisi,3,22:37:40,22:38:05,
22:38:05 Sun-21-Jul,1,"(7, 118)","(174, 229)",Terisi,2,22:37:34,22:38:05,
22:38:05 Sun-21-Jul,2,"(174, 124)","(270, 228)",Kosong,,22:37:38,,22:38:05
22:38:05 Sun-21-Jul,3,"(265, 130)","(354, 219)",Terisi,3,22:37:40,22:38:05,
22:38:05 Sun-21-Jul,1,"(7, 118)","(174, 229)",Terisi,1,22:37:34,22:38:05,
22:38:05 Sun-21-Jul,2,"(174, 124)","(270, 228)",Kosong,,22:37:38,,22:38:05
22:38:05 Sun-21-Jul,3,"(265, 130)","(354, 219)",Terisi,3,22:37:40,22:38:05,
22:38:05 Sun-21-Jul,1,"(7, 118)","(174, 229)",Terisi,1,22:37:34,22:38:05,
22:38:05 Sun-21-Jul,2,"(174, 124)","(270, 228)",Kosong,,22:37:38,,22:38:05
22:38:05 Sun-21-Jul,3,"(265, 130)","(354, 219)",Terisi,3,22:37:40,22:38:05,
22:38:06 Sun-21-Jul,1,"(7, 118)","(174, 229)",Terisi,1,22:37:34,22:38:06,
22:38:06 Sun-21-Jul,2,"(174, 124)","(270, 228)",Kosong,,22:37:38,,22:38:06
22:38:06 Sun-21-Jul,3,"(265, 130)","(354, 219)",Terisi,3,22:37:40,22:38:06,
22:38:06 Sun-21-Jul,1,"(7, 118)","(174, 229)",Terisi,1,22:37:34,22:38:06,
22:38:06 Sun-21-Jul,2,"(174, 124)","(270, 228)",Kosong,,22:37:38,,22:38:06
22:38:06 Sun-21-Jul,3,"(265, 130)","(354, 219)",Terisi,3,22:37:40,22:38:06,
22:38:06 Sun-21-Jul,1,"(7, 118)","(174, 229)",Terisi,2,22:37:34,22:38:06,
22:38:06 Sun-21-Jul,2,"(174, 124)","(270, 228)",Kosong,,22:37:38,,22:38:06
22:38:06 Sun-21-Jul,3,"(265, 130)","(354, 219)",Terisi,3,22:37:40,22:38:06,
22:38:06 Sun-21-Jul,1,"(7, 118)","(174, 229)",Terisi,2,22:37:34,22:38:06,
22:38:06 Sun-21-Jul,2,"(174, 124)","(270, 228)",Kosong,,22:37:38,,22:38:06
22:38:06 Sun-21-Jul,3,"(265, 130)","(354, 219)",Terisi,3,22:37:40,22:38:06,
22:38:06 Sun-21-Jul,1,"(7, 118)","(174, 229)",Terisi,2,22:37:34,22:38:07,
22:38:06 Sun-21-Jul,2,"(174, 124)","(270, 228)",Kosong,,22:37:38,,22:38:07
22:38:06 Sun-21-Jul,3,"(265, 130)","(354, 219)",Terisi,3,22:37:40,22:38:07,
22:38:07 Sun-21-Jul,1,"(7, 118)","(174, 229)",Terisi,2,22:37:34,22:38:07,
22:38:07 Sun-21-Jul,2,"(174, 124)","(270, 228)",Kosong,,22:37:38,,22:38:07
22:38:07 Sun-21-Jul,3,"(265, 130)","(354, 219)",Terisi,3,22:37:40,22:38:07,
22:38:07 Sun-21-Jul,1,"(7, 118)","(174, 229)",Terisi,2,22:37:34,22:38:07,
22:38:07 Sun-21-Jul,2,"(174, 124)","(270, 228)",Kosong,,22:37:38,,22:38:07
22:38:07 Sun-21-Jul,3,"(265, 130)","(354, 219)",Terisi,3,22:37:40,22:38:07,
22:38:07 Sun-21-Jul,1,"(7, 118)","(174, 229)",Terisi,2,22:37:34,22:38:07,
22:38:07 Sun-21-Jul,2,"(174, 124)","(270, 228)",Kosong,,22:37:38,,22:38:07
22:38:07 Sun-21-Jul,3,"(265, 130)","(354, 219)",Terisi,3,22:37:40,22:38:07,
22:38:07 Sun-21-Jul,1,"(7, 118)","(174, 229)",Terisi,2,22:37:34,22:38:07,
22:38:07 Sun-21-Jul,2,"(174, 124)","(270, 228)",Kosong,,22:37:38,,22:38:07
22:38:07 Sun-21-Jul,3,"(265, 130)","(354, 219)",Terisi,3,22:37:40,22:38:07,
22:38:07 Sun-21-Jul,1,"(7, 118)","(174, 229)",Terisi,1,22:37:34,22:38:08,
22:38:07 Sun-21-Jul,2,"(174, 124)","(270, 228)",Kosong,,22:37:38,,22:38:08
22:38:07 Sun-21-Jul,3,"(265, 130)","(354, 219)",Terisi,3,22:37:40,22:38:08,
22:38:08 Sun-21-Jul,1,"(7, 118)","(174, 229)",Terisi,1,22:37:34,22:38:08,
22:38:08 Sun-21-Jul,2,"(174, 124)","(270, 228)",Kosong,,22:37:38,,22:38:08
22:38:08 Sun-21-Jul,3,"(265, 130)","(354, 219)",Terisi,2,22:37:40,22:38:08,
22:38:08 Sun-21-Jul,1,"(7, 118)","(174, 229)",Terisi,1,22:37:34,22:38:08,
22:38:08 Sun-21-Jul,2,"(174, 124)","(270, 228)",Kosong,,22:37:38,,22:38:08
22:38:08 Sun-21-Jul,3,"(265, 130)","(354, 219)",Terisi,2,22:37:40,22:38:08,
22:38:08 Sun-21-Jul,1,"(7, 118)","(174, 229)",Terisi,1,22:37:34,22:38:08,
22:38:08 Sun-21-Jul,2,"(174, 124)","(270, 228)",Kosong,,22:37:38,,22:38:08
22:38:08 Sun-21-Jul,3,"(265, 130)","(354, 219)",Terisi,2,22:37:40,22:38:08,
22:38:08 Sun-21-Jul,1,"(7, 118)","(174, 229)",Terisi,1,22:37:34,22:38:08,
22:38:08 Sun-21-Jul,2,"(174, 124)","(270, 228)",Kosong,,22:37:38,,22:38:08
22:38:08 Sun-21-Jul,3,"(265, 130)","(354, 219)",Terisi,2,22:37:40,22:38:08,
22:38:09 Sun-21-Jul,1,"(7, 118)","(174, 229)",Terisi,1,22:37:34,22:38:09,
22:38:09 Sun-21-Jul,2,"(174, 124)","(270, 228)",Kosong,,22:37:38,,22:38:09
22:38:09 Sun-21-Jul,3,"(265, 130)","(354, 219)",Terisi,2,22:37:40,22:38:09,
22:38:10 Sun-21-Jul,1,"(7, 118)","(174, 229)",Terisi,1,22:37:34,22:38:10,
22:38:10 Sun-21-Jul,2,"(174, 124)","(270, 228)",Kosong,,22:37:38,,22:38:10
22:38:10 Sun-21-Jul,3,"(265, 130)","(354, 219)",Terisi,2,22:37:40,22:38:10,
22:38:10 Sun-21-Jul,1,"(7, 118)","(174, 229)",Terisi,1,22:37:34,22:38:10,
22:38:10 Sun-21-Jul,2,"(174, 124)","(270, 228)",Kosong,,22:37:38,,22:38:10
22:38:10 Sun-21-Jul,3,"(265, 130)","(354, 219)",Terisi,2,22:37:40,22:38:10,
22:38:10 Sun-21-Jul,1,"(7, 118)","(174, 229)",Terisi,1,22:37:34,22:38:11,
22:38:10 Sun-21-Jul,2,"(174, 124)","(270, 228)",Kosong,,22:37:38,,22:38:11
22:38:10 Sun-21-Jul,3,"(265, 130)","(354, 219)",Terisi,2,22:37:40,22:38:11,
22:38:11 Sun-21-Jul,1,"(7, 118)","(174, 229)",Terisi,1,22:37:34,22:38:11,
22:38:11 Sun-21-Jul,2,"(174, 124)","(270, 228)",Kosong,,22:37:38,,22:38:11
22:38:11 Sun-21-Jul,3,"(265, 130)","(354, 219)",Terisi,2,22:37:40,22:38:11,
22:38:11 Sun-21-Jul,1,"(7, 118)","(174, 229)",Terisi,1,22:37:34,22:38:11,
22:38:11 Sun-21-Jul,2,"(174, 124)","(270, 228)",Kosong,,22:37:38,,22:38:11
22:38:11 Sun-21-Jul,3,"(265, 130)","(354, 219)",Terisi,2,22:37:40,22:38:11,
22:38:11 Sun-21-Jul,1,"(7, 118)","(174, 229)",Terisi,1,22:37:34,22:38:11,
22:38:11 Sun-21-Jul,2,"(174, 124)","(270, 228)",Kosong,,22:37:38,,22:38:11
22:38:11 Sun-21-Jul,3,"(265, 130)","(354, 219)",Terisi,2,22:37:40,22:38:11,
22:38:11 Sun-21-Jul,1,"(7, 118)","(174, 229)",Terisi,1,22:37:34,22:38:11,
22:38:11 Sun-21-Jul,2,"(174, 124)","(270, 228)",Kosong,,22:37:38,,22:38:11
22:38:11 Sun-21-Jul,3,"(265, 130)","(354, 219)",Terisi,2,22:37:40,22:38:11,
22:38:11 Sun-21-Jul,1,"(7, 118)","(174, 229)",Terisi,1,22:37:34,22:38:12,
22:38:11 Sun-21-Jul,2,"(174, 124)","(270, 228)",Kosong,,22:37:38,,22:38:12
22:38:11 Sun-21-Jul,3,"(265, 130)","(354, 219)",Terisi,2,22:37:40,22:38:12,
22:38:12 Sun-21-Jul,1,"(7, 118)","(174, 229)",Terisi,1,22:37:34,22:38:12,
22:38:12 Sun-21-Jul,2,"(174, 124)","(270, 228)",Kosong,,22:37:38,,22:38:12
22:38:12 Sun-21-Jul,3,"(265, 130)","(354, 219)",Terisi,2,22:37:40,22:38:12,
22:38:12 Sun-21-Jul,1,"(7, 118)","(174, 229)",Terisi,1,22:37:34,22:38:12,
22:38:12 Sun-21-Jul,2,"(174, 124)","(270, 228)",Kosong,,22:37:38,,22:38:12
22:38:12 Sun-21-Jul,3,"(265, 130)","(354, 219)",Terisi,2,22:37:40,22:38:12,
22:38:12 Sun-21-Jul,1,"(7, 118)","(174, 229)",Terisi,1,22:37:34,22:38:12,
22:38:12 Sun-21-Jul,2,"(174, 124)","(270, 228)",Kosong,,22:37:38,,22:38:12
22:38:12 Sun-21-Jul,3,"(265, 130)","(354, 219)",Terisi,2,22:37:40,22:38:12,
22:38:12 Sun-21-Jul,1,"(7, 118)","(174, 229)",Terisi,1,22:37:34,22:38:13,
22:38:12 Sun-21-Jul,2,"(174, 124)","(270, 228)",Kosong,,22:37:38,,22:38:13
22:38:12 Sun-21-Jul,3,"(265, 130)","(354, 219)",Terisi,2,22:37:40,22:38:13,
22:38:13 Sun-21-Jul,1,"(7, 118)","(174, 229)",Terisi,1,22:37:34,22:38:13,
22:38:13 Sun-21-Jul,2,"(174, 124)","(270, 228)",Kosong,,22:37:38,,22:38:13
22:38:13 Sun-21-Jul,3,"(265, 130)","(354, 219)",Terisi,2,22:37:40,22:38:13,
22:38:13 Sun-21-Jul,1,"(7, 118)","(174, 229)",Terisi,1,22:37:34,22:38:13,
22:38:13 Sun-21-Jul,2,"(174, 124)","(270, 228)",Kosong,,22:37:38,,22:38:13
22:38:13 Sun-21-Jul,3,"(265, 130)","(354, 219)",Terisi,2,22:37:40,22:38:13,
22:38:13 Sun-21-Jul,1,"(7, 118)","(174, 229)",Terisi,1,22:37:34,22:38:13,
22:38:13 Sun-21-Jul,2,"(174, 124)","(270, 228)",Kosong,,22:37:38,,22:38:13
22:38:13 Sun-21-Jul,3,"(265, 130)","(354, 219)",Terisi,2,22:37:40,22:38:13,
22:38:13 Sun-21-Jul,1,"(7, 118)","(174, 229)",Terisi,1,22:37:34,22:38:13,
22:38:13 Sun-21-Jul,2,"(174, 124)","(270, 228)",Kosong,,22:37:38,,22:38:13
22:38:13 Sun-21-Jul,3,"(265, 130)","(354, 219)",Terisi,2,22:37:40,22:38:13,
22:38:13 Sun-21-Jul,1,"(7, 118)","(174, 229)",Terisi,1,22:37:34,22:38:14,
22:38:13 Sun-21-Jul,2,"(174, 124)","(270, 228)",Kosong,,22:37:38,,22:38:14
22:38:13 Sun-21-Jul,3,"(265, 130)","(354, 219)",Terisi,2,22:37:40,22:38:14,
22:38:14 Sun-21-Jul,1,"(7, 118)","(174, 229)",Terisi,1,22:37:34,22:38:14,
22:38:14 Sun-21-Jul,2,"(174, 124)","(270, 228)",Kosong,,22:37:38,,22:38:14
22:38:14 Sun-21-Jul,3,"(265, 130)","(354, 219)",Terisi,2,22:37:40,22:38:14,
22:38:14 Sun-21-Jul,1,"(7, 118)","(174, 229)",Terisi,1,22:37:34,22:38:14,
22:38:14 Sun-21-Jul,2,"(174, 124)","(270, 228)",Kosong,,22:37:38,,22:38:14
22:38:14 Sun-21-Jul,3,"(265, 130)","(354, 219)",Terisi,2,22:37:40,22:38:14,
22:38:14 Sun-21-Jul,1,"(7, 118)","(174, 229)",Terisi,1,22:37:34,22:38:14,
22:38:14 Sun-21-Jul,2,"(174, 124)","(270, 228)",Kosong,,22:37:38,,22:38:14
22:38:14 Sun-21-Jul,3,"(265, 130)","(354, 219)",Terisi,2,22:37:40,22:38:14,
22:38:14 Sun-21-Jul,1,"(7, 118)","(174, 229)",Terisi,1,22:37:34,22:38:14,
22:38:14 Sun-21-Jul,2,"(174, 124)","(270, 228)",Kosong,,22:37:38,,22:38:14
22:38:14 Sun-21-Jul,3,"(265, 130)","(354, 219)",Terisi,2,22:37:40,22:38:14,
22:38:15 Sun-21-Jul,1,"(7, 118)","(174, 229)",Terisi,1,22:37:34,22:38:15,
22:38:15 Sun-21-Jul,2,"(174, 124)","(270, 228)",Kosong,,22:37:38,,22:38:15
22:38:15 Sun-21-Jul,3,"(265, 130)","(354, 219)",Terisi,2,22:37:40,22:38:15,
22:38:15 Sun-21-Jul,1,"(7, 118)","(174, 229)",Terisi,1,22:37:34,22:38:15,
22:38:15 Sun-21-Jul,2,"(174, 124)","(270, 228)",Kosong,,22:37:38,,22:38:15
22:38:15 Sun-21-Jul,3,"(265, 130)","(354, 219)",Terisi,2,22:37:40,22:38:15,
22:38:15 Sun-21-Jul,1,"(7, 118)","(174, 229)",Terisi,1,22:37:34,22:38:15,
22:38:15 Sun-21-Jul,2,"(174, 124)","(270, 228)",Kosong,,22:37:38,,22:38:15
22:38:15 Sun-21-Jul,3,"(265, 130)","(354, 219)",Terisi,2,22:37:40,22:38:15,
22:38:15 Sun-21-Jul,1,"(7, 118)","(174, 229)",Terisi,1,22:37:34,22:38:15,
22:38:15 Sun-21-Jul,2,"(174, 124)","(270, 228)",Kosong,,22:37:38,,22:38:15
22:38:15 Sun-21-Jul,3,"(265, 130)","(354, 219)",Terisi,2,22:37:40,22:38:15,
22:38:15 Sun-21-Jul,1,"(7, 118)","(174, 229)",Terisi,1,22:37:34,22:38:16,
22:38:15 Sun-21-Jul,2,"(174, 124)","(270, 228)",Kosong,,22:37:38,,22:38:16
22:38:15 Sun-21-Jul,3,"(265, 130)","(354, 219)",Terisi,2,22:37:40,22:38:16,
22:38:16 Sun-21-Jul,1,"(7, 118)","(174, 229)",Terisi,1,22:37:34,22:38:16,
22:38:16 Sun-21-Jul,2,"(174, 124)","(270, 228)",Kosong,,22:37:38,,22:38:16
22:38:16 Sun-21-Jul,3,"(265, 130)","(354, 219)",Terisi,2,22:37:40,22:38:16,
22:38:16 Sun-21-Jul,1,"(7, 118)","(174, 229)",Terisi,1,22:37:34,22:38:16,
22:38:16 Sun-21-Jul,2,"(174, 124)","(270, 228)",Kosong,,22:37:38,,22:38:16
22:38:16 Sun-21-Jul,3,"(265, 130)","(354, 219)",Terisi,2,22:37:40,22:38:16,
22:38:16 Sun-21-Jul,1,"(7, 118)","(174, 229)",Terisi,1,22:37:34,22:38:16,
22:38:16 Sun-21-Jul,2,"(174, 124)","(270, 228)",Kosong,,22:37:38,,22:38:16
22:38:16 Sun-21-Jul,3,"(265, 130)","(354, 219)",Terisi,2,22:37:40,22:38:16,
22:38:16 Sun-21-Jul,1,"(7, 118)","(174, 229)",Terisi,1,22:37:34,22:38:16,
22:38:16 Sun-21-Jul,2,"(174, 124)","(270, 228)",Kosong,,22:37:38,,22:38:16
22:38:16 Sun-21-Jul,3,"(265, 130)","(354, 219)",Terisi,2,22:37:40,22:38:16,
22:38:16 Sun-21-Jul,1,"(7, 118)","(174, 229)",Terisi,1,22:37:34,22:38:17,
22:38:16 Sun-21-Jul,2,"(174, 124)","(270, 228)",Kosong,,22:37:38,,22:38:17
22:38:16 Sun-21-Jul,3,"(265, 130)","(354, 219)",Terisi,2,22:37:40,22:38:17,
22:38:17 Sun-21-Jul,1,"(7, 118)","(174, 229)",Terisi,1,22:37:34,22:38:17,
22:38:17 Sun-21-Jul,2,"(174, 124)","(270, 228)",Kosong,,22:37:38,,22:38:17
22:38:17 Sun-21-Jul,3,"(265, 130)","(354, 219)",Terisi,2,22:37:40,22:38:17,
22:38:17 Sun-21-Jul,1,"(7, 118)","(174, 229)",Terisi,1,22:37:34,22:38:17,
22:38:17 Sun-21-Jul,2,"(174, 124)","(270, 228)",Kosong,,22:37:38,,22:38:17
22:38:17 Sun-21-Jul,3,"(265, 130)","(354, 219)",Terisi,2,22:37:40,22:38:17,
22:38:17 Sun-21-Jul,1,"(7, 118)","(174, 229)",Terisi,1,22:37:34,22:38:17,
22:38:17 Sun-21-Jul,2,"(174, 124)","(270, 228)",Kosong,,22:37:38,,22:38:17
22:38:17 Sun-21-Jul,3,"(265, 130)","(354, 219)",Terisi,2,22:37:40,22:38:17,
22:38:17 Sun-21-Jul,1,"(7, 118)","(174, 229)",Terisi,1,22:37:34,22:38:17,
22:38:17 Sun-21-Jul,2,"(174, 124)","(270, 228)",Kosong,,22:37:38,,22:38:17
22:38:17 Sun-21-Jul,3,"(265, 130)","(354, 219)",Terisi,2,22:37:40,22:38:17,
22:38:18 Sun-21-Jul,1,"(7, 118)","(174, 229)",Terisi,1,22:37:34,22:38:18,
22:38:18 Sun-21-Jul,2,"(174, 124)","(270, 228)",Kosong,,22:37:38,,22:38:18
22:38:18 Sun-21-Jul,3,"(265, 130)","(354, 219)",Terisi,2,22:37:40,22:38:18,
22:38:18 Sun-21-Jul,1,"(7, 118)","(174, 229)",Terisi,1,22:37:34,22:38:18,
22:38:18 Sun-21-Jul,2,"(174, 124)","(270, 228)",Kosong,,22:37:38,,22:38:18
22:38:18 Sun-21-Jul,3,"(265, 130)","(354, 219)",Terisi,2,22:37:40,22:38:18,
22:38:18 Sun-21-Jul,1,"(7, 118)","(174, 229)",Terisi,1,22:37:34,22:38:18,
22:38:18 Sun-21-Jul,2,"(174, 124)","(270, 228)",Kosong,,22:37:38,,22:38:18
22:38:18 Sun-21-Jul,3,"(265, 130)","(354, 219)",Terisi,2,22:37:40,22:38:18,
22:38:18 Sun-21-Jul,1,"(7, 118)","(174, 229)",Terisi,1,22:37:34,22:38:18,
22:38:18 Sun-21-Jul,2,"(174, 124)","(270, 228)",Kosong,,22:37:38,,22:38:18
22:38:18 Sun-21-Jul,3,"(265, 130)","(354, 219)",Terisi,2,22:37:40,22:38:18,
22:38:18 Sun-21-Jul,1,"(7, 118)","(174, 229)",Terisi,1,22:37:34,22:38:19,
22:38:18 Sun-21-Jul,2,"(174, 124)","(270, 228)",Kosong,,22:37:38,,22:38:19
22:38:18 Sun-21-Jul,3,"(265, 130)","(354, 219)",Terisi,2,22:37:40,22:38:19,
22:38:19 Sun-21-Jul,1,"(7, 118)","(174, 229)",Terisi,1,22:37:34,22:38:19,
22:38:19 Sun-21-Jul,2,"(174, 124)","(270, 228)",Kosong,,22:37:38,,22:38:19
22:38:19 Sun-21-Jul,3,"(265, 130)","(354, 219)",Terisi,2,22:37:40,22:38:19,
22:38:19 Sun-21-Jul,1,"(7, 118)","(174, 229)",Terisi,1,22:37:34,22:38:19,
22:38:19 Sun-21-Jul,2,"(174, 124)","(270, 228)",Kosong,,22:37:38,,22:38:19
22:38:19 Sun-21-Jul,3,"(265, 130)","(354, 219)",Terisi,2,22:37:40,22:38:19,
22:38:19 Sun-21-Jul,1,"(7, 118)","(174, 229)",Terisi,1,22:37:34,22:38:19,
22:38:19 Sun-21-Jul,2,"(174, 124)","(270, 228)",Kosong,,22:37:38,,22:38:19
22:38:19 Sun-21-Jul,3,"(265, 130)","(354, 219)",Terisi,2,22:37:40,22:38:19,
22:38:19 Sun-21-Jul,1,"(7, 118)","(174, 229)",Terisi,1,22:37:34,22:38:19,
22:38:19 Sun-21-Jul,2,"(174, 124)","(270, 228)",Kosong,,22:37:38,,22:38:19
22:38:19 Sun-21-Jul,3,"(265, 130)","(354, 219)",Terisi,2,22:37:40,22:38:19,
22:38:19 Sun-21-Jul,1,"(7, 118)","(174, 229)",Terisi,1,22:37:34,22:38:20,
22:38:19 Sun-21-Jul,2,"(174, 124)","(270, 228)",Kosong,,22:37:38,,22:38:20
