date                ,no ,x and y    ,xend and yend ,kosong ,car id ,jam dibuat ,jam isi  ,jam kosong
22:32:23 Sun-21-Jul,2,"(247, 122)","(351, 215)",Tidak,2,22:31:15,22:32:24,
22:32:23 Sun-21-Jul,3,"(156, 110)","(248, 222)",Iya,,22:31:52,,22:32:24
22:32:24 Sun-21-Jul,1,"(9, 113)","(158, 238)",Tidak,1,22:31:12,22:32:24,
22:32:24 Sun-21-Jul,2,"(247, 122)","(351, 215)",Tidak,2,22:31:15,22:32:24,
22:32:24 Sun-21-Jul,3,"(156, 110)","(248, 222)",Iya,,22:31:52,,22:32:24
22:32:24 Sun-21-Jul,1,"(9, 113)","(158, 238)",Tidak,1,22:31:12,22:32:24,
22:32:24 Sun-21-Jul,2,"(247, 122)","(351, 215)",Tidak,2,22:31:15,22:32:24,
22:32:24 Sun-21-Jul,3,"(156, 110)","(248, 222)",Iya,,22:31:52,,22:32:24
22:32:24 Sun-21-Jul,1,"(9, 113)","(158, 238)",Tidak,1,22:31:12,22:32:24,
22:32:24 Sun-21-Jul,2,"(247, 122)","(351, 215)",Tidak,2,22:31:15,22:32:24,
22:32:24 Sun-21-Jul,3,"(156, 110)","(248, 222)",Iya,,22:31:52,,22:32:24
22:32:24 Sun-21-Jul,1,"(9, 113)","(158, 238)",Tidak,1,22:31:12,22:32:24,
22:32:24 Sun-21-Jul,2,"(247, 122)","(351, 215)",Tidak,2,22:31:15,22:32:24,
22:32:24 Sun-21-Jul,3,"(156, 110)","(248, 222)",Iya,,22:31:52,,22:32:24
22:32:24 Sun-21-Jul,1,"(9, 113)","(158, 238)",Tidak,1,22:31:12,22:32:25,
22:32:24 Sun-21-Jul,2,"(247, 122)","(351, 215)",Tidak,2,22:31:15,22:32:25,
22:32:24 Sun-21-Jul,3,"(156, 110)","(248, 222)",Iya,,22:31:52,,22:32:25
22:32:25 Sun-21-Jul,1,"(9, 113)","(158, 238)",Tidak,1,22:31:12,22:32:25,
22:32:25 Sun-21-Jul,2,"(247, 122)","(351, 215)",Tidak,2,22:31:15,22:32:25,
22:32:25 Sun-21-Jul,3,"(156, 110)","(248, 222)",Iya,,22:31:52,,22:32:25
22:32:25 Sun-21-Jul,1,"(9, 113)","(158, 238)",Tidak,1,22:31:12,22:32:25,
22:32:25 Sun-21-Jul,2,"(247, 122)","(351, 215)",Tidak,2,22:31:15,22:32:25,
22:32:25 Sun-21-Jul,3,"(156, 110)","(248, 222)",Iya,,22:31:52,,22:32:25
22:32:25 Sun-21-Jul,1,"(9, 113)","(158, 238)",Tidak,1,22:31:12,22:32:25,
22:32:25 Sun-21-Jul,2,"(247, 122)","(351, 215)",Tidak,2,22:31:15,22:32:25,
22:32:25 Sun-21-Jul,3,"(156, 110)","(248, 222)",Iya,,22:31:52,,22:32:25
22:32:25 Sun-21-Jul,1,"(9, 113)","(158, 238)",Tidak,1,22:31:12,22:32:26,
22:32:25 Sun-21-Jul,2,"(247, 122)","(351, 215)",Tidak,2,22:31:15,22:32:26,
22:32:25 Sun-21-Jul,3,"(156, 110)","(248, 222)",Iya,,22:31:52,,22:32:26
22:32:26 Sun-21-Jul,1,"(9, 113)","(158, 238)",Tidak,1,22:31:12,22:32:26,
22:32:26 Sun-21-Jul,2,"(247, 122)","(351, 215)",Tidak,2,22:31:15,22:32:26,
22:32:26 Sun-21-Jul,3,"(156, 110)","(248, 222)",Iya,,22:31:52,,22:32:26
22:32:26 Sun-21-Jul,1,"(9, 113)","(158, 238)",Tidak,1,22:31:12,22:32:26,
22:32:26 Sun-21-Jul,2,"(247, 122)","(351, 215)",Tidak,2,22:31:15,22:32:26,
22:32:26 Sun-21-Jul,3,"(156, 110)","(248, 222)",Iya,,22:31:52,,22:32:26
22:32:26 Sun-21-Jul,1,"(9, 113)","(158, 238)",Tidak,1,22:31:12,22:32:26,
22:32:26 Sun-21-Jul,2,"(247, 122)","(351, 215)",Tidak,2,22:31:15,22:32:26,
22:32:26 Sun-21-Jul,3,"(156, 110)","(248, 222)",Iya,,22:31:52,,22:32:26
22:32:26 Sun-21-Jul,1,"(9, 113)","(158, 238)",Tidak,1,22:31:12,22:32:26,
22:32:26 Sun-21-Jul,2,"(247, 122)","(351, 215)",Tidak,2,22:31:15,22:32:26,
22:32:26 Sun-21-Jul,3,"(156, 110)","(248, 222)",Iya,,22:31:52,,22:32:26
22:32:27 Sun-21-Jul,1,"(9, 113)","(158, 238)",Tidak,1,22:31:12,22:32:27,
22:32:27 Sun-21-Jul,2,"(247, 122)","(351, 215)",Tidak,2,22:31:15,22:32:27,
22:32:27 Sun-21-Jul,3,"(156, 110)","(248, 222)",Iya,,22:31:52,,22:32:27
22:32:27 Sun-21-Jul,1,"(9, 113)","(158, 238)",Tidak,1,22:31:12,22:32:27,
22:32:27 Sun-21-Jul,2,"(247, 122)","(351, 215)",Tidak,2,22:31:15,22:32:27,
22:32:27 Sun-21-Jul,3,"(156, 110)","(248, 222)",Iya,,22:31:52,,22:32:27
22:32:27 Sun-21-Jul,1,"(9, 113)","(158, 238)",Tidak,1,22:31:12,22:32:27,
22:32:27 Sun-21-Jul,2,"(247, 122)","(351, 215)",Tidak,2,22:31:15,22:32:27,
22:32:27 Sun-21-Jul,3,"(156, 110)","(248, 222)",Iya,,22:31:52,,22:32:27
22:32:27 Sun-21-Jul,1,"(9, 113)","(158, 238)",Tidak,1,22:31:12,22:32:27,
22:32:27 Sun-21-Jul,2,"(247, 122)","(351, 215)",Tidak,2,22:31:15,22:32:27,
22:32:27 Sun-21-Jul,3,"(156, 110)","(248, 222)",Iya,,22:31:52,,22:32:27
22:32:27 Sun-21-Jul,1,"(9, 113)","(158, 238)",Tidak,1,22:31:12,22:32:28,
22:32:27 Sun-21-Jul,2,"(247, 122)","(351, 215)",Tidak,2,22:31:15,22:32:28,
22:32:27 Sun-21-Jul,3,"(156, 110)","(248, 222)",Iya,,22:31:52,,22:32:28
22:32:28 Sun-21-Jul,1,"(9, 113)","(158, 238)",Tidak,1,22:31:12,22:32:28,
22:32:28 Sun-21-Jul,2,"(247, 122)","(351, 215)",Tidak,2,22:31:15,22:32:28,
22:32:28 Sun-21-Jul,3,"(156, 110)","(248, 222)",Iya,,22:31:52,,22:32:28
22:32:28 Sun-21-Jul,1,"(9, 113)","(158, 238)",Tidak,1,22:31:12,22:32:28,
22:32:28 Sun-21-Jul,2,"(247, 122)","(351, 215)",Tidak,2,22:31:15,22:32:28,
22:32:28 Sun-21-Jul,3,"(156, 110)","(248, 222)",Iya,,22:31:52,,22:32:28
22:32:28 Sun-21-Jul,1,"(9, 113)","(158, 238)",Tidak,1,22:31:12,22:32:28,
22:32:28 Sun-21-Jul,2,"(247, 122)","(351, 215)",Tidak,2,22:31:15,22:32:28,
22:32:28 Sun-21-Jul,3,"(156, 110)","(248, 222)",Iya,,22:31:52,,22:32:28
22:32:28 Sun-21-Jul,1,"(9, 113)","(158, 238)",Tidak,1,22:31:12,22:32:29,
22:32:28 Sun-21-Jul,2,"(247, 122)","(351, 215)",Tidak,2,22:31:15,22:32:29,
22:32:28 Sun-21-Jul,3,"(156, 110)","(248, 222)",Iya,,22:31:52,,22:32:29
22:32:29 Sun-21-Jul,1,"(9, 113)","(158, 238)",Tidak,2,22:31:12,22:32:29,
22:32:29 Sun-21-Jul,2,"(247, 122)","(351, 215)",Tidak,1,22:31:15,22:32:29,
22:32:29 Sun-21-Jul,3,"(156, 110)","(248, 222)",Iya,,22:31:52,,22:32:29
22:32:29 Sun-21-Jul,1,"(9, 113)","(158, 238)",Tidak,2,22:31:12,22:32:29,
22:32:29 Sun-21-Jul,2,"(247, 122)","(351, 215)",Tidak,1,22:31:15,22:32:29,
22:32:29 Sun-21-Jul,3,"(156, 110)","(248, 222)",Iya,,22:31:52,,22:32:29
22:32:29 Sun-21-Jul,1,"(9, 113)","(158, 238)",Tidak,3,22:31:12,22:32:29,
22:32:29 Sun-21-Jul,2,"(247, 122)","(351, 215)",Tidak,1,22:31:15,22:32:29,
22:32:29 Sun-21-Jul,3,"(156, 110)","(248, 222)",Iya,,22:31:52,,22:32:29
22:32:29 Sun-21-Jul,1,"(9, 113)","(158, 238)",Tidak,2,22:31:12,22:32:29,
22:32:29 Sun-21-Jul,2,"(247, 122)","(351, 215)",Tidak,1,22:31:15,22:32:29,
22:32:29 Sun-21-Jul,3,"(156, 110)","(248, 222)",Iya,,22:31:52,,22:32:29
22:32:29 Sun-21-Jul,1,"(9, 113)","(158, 238)",Tidak,2,22:31:12,22:32:30,
22:32:29 Sun-21-Jul,2,"(247, 122)","(351, 215)",Tidak,1,22:31:15,22:32:30,
22:32:29 Sun-21-Jul,3,"(156, 110)","(248, 222)",Iya,,22:31:52,,22:32:30
22:32:30 Sun-21-Jul,1,"(9, 113)","(158, 238)",Tidak,1,22:31:12,22:32:30,
22:32:30 Sun-21-Jul,2,"(247, 122)","(351, 215)",Tidak,2,22:31:15,22:32:30,
22:32:30 Sun-21-Jul,3,"(156, 110)","(248, 222)",Iya,,22:31:52,,22:32:30
22:32:30 Sun-21-Jul,1,"(9, 113)","(158, 238)",Tidak,3,22:31:12,22:32:30,
22:32:30 Sun-21-Jul,2,"(247, 122)","(351, 215)",Tidak,1,22:31:15,22:32:30,
22:32:30 Sun-21-Jul,3,"(156, 110)","(248, 222)",Iya,,22:31:52,,22:32:30
22:32:30 Sun-21-Jul,1,"(9, 113)","(158, 238)",Tidak,2,22:31:12,22:32:30,
22:32:30 Sun-21-Jul,2,"(247, 122)","(351, 215)",Tidak,1,22:31:15,22:32:30,
22:32:30 Sun-21-Jul,3,"(156, 110)","(248, 222)",Iya,,22:31:52,,22:32:30
22:32:30 Sun-21-Jul,1,"(9, 113)","(158, 238)",Tidak,2,22:31:12,22:32:31,
22:32:30 Sun-21-Jul,2,"(247, 122)","(351, 215)",Tidak,1,22:31:15,22:32:31,
22:32:30 Sun-21-Jul,3,"(156, 110)","(248, 222)",Iya,,22:31:52,,22:32:31
22:32:31 Sun-21-Jul,1,"(9, 113)","(158, 238)",Tidak,2,22:31:12,22:32:31,
22:32:31 Sun-21-Jul,2,"(247, 122)","(351, 215)",Tidak,1,22:31:15,22:32:31,
22:32:31 Sun-21-Jul,3,"(156, 110)","(248, 222)",Iya,,22:31:52,,22:32:31
22:32:31 Sun-21-Jul,1,"(9, 113)","(158, 238)",Tidak,2,22:31:12,22:32:31,
22:32:31 Sun-21-Jul,2,"(247, 122)","(351, 215)",Tidak,1,22:31:15,22:32:31,
22:32:31 Sun-21-Jul,3,"(156, 110)","(248, 222)",Iya,,22:31:52,,22:32:31
22:32:31 Sun-21-Jul,1,"(9, 113)","(158, 238)",Tidak,3,22:31:12,22:32:31,
22:32:31 Sun-21-Jul,2,"(247, 122)","(351, 215)",Tidak,1,22:31:15,22:32:31,
22:32:31 Sun-21-Jul,3,"(156, 110)","(248, 222)",Iya,,22:31:52,,22:32:31
22:32:31 Sun-21-Jul,1,"(9, 113)","(158, 238)",Tidak,3,22:31:12,22:32:32,
22:32:31 Sun-21-Jul,2,"(247, 122)","(351, 215)",Tidak,1,22:31:15,22:32:32,
22:32:31 Sun-21-Jul,3,"(156, 110)","(248, 222)",Iya,,22:31:52,,22:32:32
22:32:32 Sun-21-Jul,1,"(9, 113)","(158, 238)",Tidak,2,22:31:12,22:32:32,
22:32:32 Sun-21-Jul,2,"(247, 122)","(351, 215)",Tidak,1,22:31:15,22:32:32,
22:32:32 Sun-21-Jul,3,"(156, 110)","(248, 222)",Iya,,22:31:52,,22:32:32
22:32:32 Sun-21-Jul,1,"(9, 113)","(158, 238)",Tidak,3,22:31:12,22:32:32,
22:32:32 Sun-21-Jul,2,"(247, 122)","(351, 215)",Tidak,1,22:31:15,22:32:32,
22:32:32 Sun-21-Jul,3,"(156, 110)","(248, 222)",Iya,,22:31:52,,22:32:32
22:32:32 Sun-21-Jul,1,"(9, 113)","(158, 238)",Tidak,2,22:31:12,22:32:32,
22:32:32 Sun-21-Jul,2,"(247, 122)","(351, 215)",Tidak,1,22:31:15,22:32:32,
22:32:32 Sun-21-Jul,3,"(156, 110)","(248, 222)",Iya,,22:31:52,,22:32:32
22:32:32 Sun-21-Jul,1,"(9, 113)","(158, 238)",Tidak,2,22:31:12,22:32:32,
22:32:32 Sun-21-Jul,2,"(247, 122)","(351, 215)",Tidak,1,22:31:15,22:32:32,
22:32:32 Sun-21-Jul,3,"(156, 110)","(248, 222)",Iya,,22:31:52,,22:32:32
22:32:33 Sun-21-Jul,1,"(9, 113)","(158, 238)",Tidak,3,22:31:12,22:32:33,
22:32:33 Sun-21-Jul,2,"(247, 122)","(351, 215)",Tidak,1,22:31:15,22:32:33,
22:32:33 Sun-21-Jul,3,"(156, 110)","(248, 222)",Iya,,22:31:52,,22:32:33
22:32:33 Sun-21-Jul,1,"(9, 113)","(158, 238)",Tidak,3,22:31:12,22:32:33,
22:32:33 Sun-21-Jul,2,"(247, 122)","(351, 215)",Tidak,1,22:31:15,22:32:33,
22:32:33 Sun-21-Jul,3,"(156, 110)","(248, 222)",Iya,,22:31:52,,22:32:33
22:32:33 Sun-21-Jul,1,"(9, 113)","(158, 238)",Tidak,2,22:31:12,22:32:33,
22:32:33 Sun-21-Jul,2,"(247, 122)","(351, 215)",Tidak,1,22:31:15,22:32:33,
22:32:33 Sun-21-Jul,3,"(156, 110)","(248, 222)",Iya,,22:31:52,,22:32:33
22:32:33 Sun-21-Jul,1,"(9, 113)","(158, 238)",Tidak,2,22:31:12,22:32:33,
22:32:33 Sun-21-Jul,2,"(247, 122)","(351, 215)",Tidak,1,22:31:15,22:32:33,
22:32:33 Sun-21-Jul,3,"(156, 110)","(248, 222)",Iya,,22:31:52,,22:32:33
22:32:33 Sun-21-Jul,1,"(9, 113)","(158, 238)",Tidak,2,22:31:12,22:32:34,
22:32:33 Sun-21-Jul,2,"(247, 122)","(351, 215)",Tidak,1,22:31:15,22:32:34,
22:32:33 Sun-21-Jul,3,"(156, 110)","(248, 222)",Iya,,22:31:52,,22:32:34
22:32:34 Sun-21-Jul,1,"(9, 113)","(158, 238)",Tidak,2,22:31:12,22:32:34,
22:32:34 Sun-21-Jul,2,"(247, 122)","(351, 215)",Tidak,1,22:31:15,22:32:34,
22:32:34 Sun-21-Jul,3,"(156, 110)","(248, 222)",Iya,,22:31:52,,22:32:34
22:32:34 Sun-21-Jul,1,"(9, 113)","(158, 238)",Tidak,2,22:31:12,22:32:34,
22:32:34 Sun-21-Jul,2,"(247, 122)","(351, 215)",Tidak,1,22:31:15,22:32:34,
22:32:34 Sun-21-Jul,3,"(156, 110)","(248, 222)",Iya,,22:31:52,,22:32:34
22:32:34 Sun-21-Jul,1,"(9, 113)","(158, 238)",Tidak,2,22:31:12,22:32:34,
22:32:34 Sun-21-Jul,2,"(247, 122)","(351, 215)",Tidak,1,22:31:15,22:32:34,
22:32:34 Sun-21-Jul,3,"(156, 110)","(248, 222)",Iya,,22:31:52,,22:32:34
22:32:34 Sun-21-Jul,1,"(9, 113)","(158, 238)",Tidak,2,22:31:12,22:32:34,
22:32:34 Sun-21-Jul,2,"(247, 122)","(351, 215)",Tidak,1,22:31:15,22:32:34,
22:32:34 Sun-21-Jul,3,"(156, 110)","(248, 222)",Iya,,22:31:52,,22:32:34
22:32:35 Sun-21-Jul,1,"(9, 113)","(158, 238)",Tidak,2,22:31:12,22:32:35,
22:32:35 Sun-21-Jul,2,"(247, 122)","(351, 215)",Tidak,1,22:31:15,22:32:35,
22:32:35 Sun-21-Jul,3,"(156, 110)","(248, 222)",Iya,,22:31:52,,22:32:35
22:32:35 Sun-21-Jul,1,"(9, 113)","(158, 238)",Tidak,2,22:31:12,22:32:35,
22:32:35 Sun-21-Jul,2,"(247, 122)","(351, 215)",Tidak,1,22:31:15,22:32:35,
22:32:35 Sun-21-Jul,3,"(156, 110)","(248, 222)",Iya,,22:31:52,,22:32:35
22:32:35 Sun-21-Jul,1,"(9, 113)","(158, 238)",Tidak,1,22:31:12,22:32:35,
22:32:35 Sun-21-Jul,2,"(247, 122)","(351, 215)",Tidak,2,22:31:15,22:32:35,
22:32:35 Sun-21-Jul,3,"(156, 110)","(248, 222)",Iya,,22:31:52,,22:32:35
22:32:35 Sun-21-Jul,1,"(9, 113)","(158, 238)",Tidak,1,22:31:12,22:32:35,
22:32:35 Sun-21-Jul,2,"(247, 122)","(351, 215)",Tidak,2,22:31:15,22:32:35,
22:32:35 Sun-21-Jul,3,"(156, 110)","(248, 222)",Iya,,22:31:52,,22:32:35
22:32:35 Sun-21-Jul,1,"(9, 113)","(158, 238)",Tidak,1,22:31:12,22:32:36,
22:32:35 Sun-21-Jul,2,"(247, 122)","(351, 215)",Tidak,2,22:31:15,22:32:36,
22:32:35 Sun-21-Jul,3,"(156, 110)","(248, 222)",Iya,,22:31:52,,22:32:36
22:32:36 Sun-21-Jul,1,"(9, 113)","(158, 238)",Tidak,1,22:31:12,22:32:36,
22:32:36 Sun-21-Jul,2,"(247, 122)","(351, 215)",Tidak,2,22:31:15,22:32:36,
22:32:36 Sun-21-Jul,3,"(156, 110)","(248, 222)",Iya,,22:31:52,,22:32:36
22:32:36 Sun-21-Jul,1,"(9, 113)","(158, 238)",Tidak,1,22:31:12,22:32:36,
22:32:36 Sun-21-Jul,2,"(247, 122)","(351, 215)",Tidak,2,22:31:15,22:32:36,
22:32:36 Sun-21-Jul,3,"(156, 110)","(248, 222)",Iya,,22:31:52,,22:32:36
22:32:36 Sun-21-Jul,1,"(9, 113)","(158, 238)",Tidak,1,22:31:12,22:32:36,
22:32:36 Sun-21-Jul,2,"(247, 122)","(351, 215)",Tidak,2,22:31:15,22:32:36,
22:32:36 Sun-21-Jul,3,"(156, 110)","(248, 222)",Iya,,22:31:52,,22:32:36
22:32:36 Sun-21-Jul,1,"(9, 113)","(158, 238)",Tidak,1,22:31:12,22:32:36,
22:32:36 Sun-21-Jul,2,"(247, 122)","(351, 215)",Tidak,2,22:31:15,22:32:36,
22:32:36 Sun-21-Jul,3,"(156, 110)","(248, 222)",Iya,,22:31:52,,22:32:36
22:32:37 Sun-21-Jul,1,"(9, 113)","(158, 238)",Tidak,1,22:31:12,22:32:37,
22:32:37 Sun-21-Jul,2,"(247, 122)","(351, 215)",Tidak,2,22:31:15,22:32:37,
22:32:37 Sun-21-Jul,3,"(156, 110)","(248, 222)",Iya,,22:31:52,,22:32:37
22:32:37 Sun-21-Jul,1,"(9, 113)","(158, 238)",Tidak,1,22:31:12,22:32:37,
22:32:37 Sun-21-Jul,2,"(247, 122)","(351, 215)",Tidak,2,22:31:15,22:32:37,
22:32:37 Sun-21-Jul,3,"(156, 110)","(248, 222)",Iya,,22:31:52,,22:32:37
22:32:37 Sun-21-Jul,1,"(9, 113)","(158, 238)",Tidak,1,22:31:12,22:32:37,
22:32:37 Sun-21-Jul,2,"(247, 122)","(351, 215)",Tidak,2,22:31:15,22:32:37,
22:32:37 Sun-21-Jul,3,"(156, 110)","(248, 222)",Iya,,22:31:52,,22:32:37
22:32:37 Sun-21-Jul,1,"(9, 113)","(158, 238)",Tidak,1,22:31:12,22:32:37,
22:32:37 Sun-21-Jul,2,"(247, 122)","(351, 215)",Tidak,2,22:31:15,22:32:37,
22:32:37 Sun-21-Jul,3,"(156, 110)","(248, 222)",Iya,,22:31:52,,22:32:37
22:32:37 Sun-21-Jul,1,"(9, 113)","(158, 238)",Tidak,1,22:31:12,22:32:38,
22:32:37 Sun-21-Jul,2,"(247, 122)","(351, 215)",Tidak,2,22:31:15,22:32:38,
22:32:37 Sun-21-Jul,3,"(156, 110)","(248, 222)",Iya,,22:31:52,,22:32:38
22:32:38 Sun-21-Jul,1,"(9, 113)","(158, 238)",Tidak,1,22:31:12,22:32:38,
22:32:38 Sun-21-Jul,2,"(247, 122)","(351, 215)",Tidak,2,22:31:15,22:32:38,
22:32:38 Sun-21-Jul,3,"(156, 110)","(248, 222)",Iya,,22:31:52,,22:32:38
22:32:38 Sun-21-Jul,1,"(9, 113)","(158, 238)",Tidak,2,22:31:12,22:32:38,
22:32:38 Sun-21-Jul,2,"(247, 122)","(351, 215)",Tidak,1,22:31:15,22:32:38,
22:32:38 Sun-21-Jul,3,"(156, 110)","(248, 222)",Iya,,22:31:52,,22:32:38
22:32:38 Sun-21-Jul,1,"(9, 113)","(158, 238)",Tidak,2,22:31:12,22:32:38,
22:32:38 Sun-21-Jul,2,"(247, 122)","(351, 215)",Tidak,1,22:31:15,22:32:38,
22:32:38 Sun-21-Jul,3,"(156, 110)","(248, 222)",Iya,,22:31:52,,22:32:38
22:32:38 Sun-21-Jul,1,"(9, 113)","(158, 238)",Tidak,2,22:31:12,22:32:38,
22:32:38 Sun-21-Jul,2,"(247, 122)","(351, 215)",Tidak,1,22:31:15,22:32:38,
22:32:38 Sun-21-Jul,3,"(156, 110)","(248, 222)",Iya,,22:31:52,,22:32:38
22:32:39 Sun-21-Jul,1,"(9, 113)","(158, 238)",Tidak,2,22:31:12,22:32:39,
22:32:39 Sun-21-Jul,2,"(247, 122)","(351, 215)",Tidak,1,22:31:15,22:32:39,
22:32:39 Sun-21-Jul,3,"(156, 110)","(248, 222)",Iya,,22:31:52,,22:32:39
22:32:39 Sun-21-Jul,1,"(9, 113)","(158, 238)",Tidak,1,22:31:12,22:32:39,
22:32:39 Sun-21-Jul,2,"(247, 122)","(351, 215)",Tidak,2,22:31:15,22:32:39,
22:32:39 Sun-21-Jul,3,"(156, 110)","(248, 222)",Iya,,22:31:52,,22:32:39
22:32:39 Sun-21-Jul,1,"(9, 113)","(158, 238)",Tidak,1,22:31:12,22:32:39,
22:32:39 Sun-21-Jul,2,"(247, 122)","(351, 215)",Tidak,2,22:31:15,22:32:39,
22:32:39 Sun-21-Jul,3,"(156, 110)","(248, 222)",Iya,,22:31:52,,22:32:39
22:32:39 Sun-21-Jul,1,"(9, 113)","(158, 238)",Tidak,1,22:31:12,22:32:39,
22:32:39 Sun-21-Jul,2,"(247, 122)","(351, 215)",Tidak,2,22:31:15,22:32:39,
22:32:39 Sun-21-Jul,3,"(156, 110)","(248, 222)",Iya,,22:31:52,,22:32:39
22:32:39 Sun-21-Jul,1,"(9, 113)","(158, 238)",Tidak,1,22:31:12,22:32:40,
22:32:39 Sun-21-Jul,2,"(247, 122)","(351, 215)",Tidak,2,22:31:15,22:32:40,
22:32:39 Sun-21-Jul,3,"(156, 110)","(248, 222)",Iya,,22:31:52,,22:32:40
22:32:40 Sun-21-Jul,1,"(9, 113)","(158, 238)",Tidak,1,22:31:12,22:32:40,
22:32:40 Sun-21-Jul,2,"(247, 122)","(351, 215)",Tidak,2,22:31:15,22:32:40,
22:32:40 Sun-21-Jul,3,"(156, 110)","(248, 222)",Iya,,22:31:52,,22:32:40
22:32:40 Sun-21-Jul,1,"(9, 113)","(158, 238)",Tidak,1,22:31:12,22:32:40,
22:32:40 Sun-21-Jul,2,"(247, 122)","(351, 215)",Tidak,2,22:31:15,22:32:40,
22:32:40 Sun-21-Jul,3,"(156, 110)","(248, 222)",Iya,,22:31:52,,22:32:40
22:32:40 Sun-21-Jul,1,"(9, 113)","(158, 238)",Tidak,1,22:31:12,22:32:40,
22:32:40 Sun-21-Jul,2,"(247, 122)","(351, 215)",Tidak,4,22:31:15,22:32:40,
22:32:40 Sun-21-Jul,3,"(156, 110)","(248, 222)",Iya,,22:31:52,,22:32:40
22:32:40 Sun-21-Jul,1,"(9, 113)","(158, 238)",Tidak,1,22:31:12,22:32:40,
22:32:40 Sun-21-Jul,2,"(247, 122)","(351, 215)",Tidak,2,22:31:15,22:32:40,
22:32:40 Sun-21-Jul,3,"(156, 110)","(248, 222)",Iya,,22:31:52,,22:32:40
22:32:41 Sun-21-Jul,1,"(9, 113)","(158, 238)",Tidak,1,22:31:12,22:32:41,
22:32:41 Sun-21-Jul,2,"(247, 122)","(351, 215)",Tidak,2,22:31:15,22:32:41,
22:32:41 Sun-21-Jul,3,"(156, 110)","(248, 222)",Iya,,22:31:52,,22:32:41
22:32:41 Sun-21-Jul,1,"(9, 113)","(158, 238)",Tidak,1,22:31:12,22:32:41,
22:32:41 Sun-21-Jul,2,"(247, 122)","(351, 215)",Tidak,2,22:31:15,22:32:41,
22:32:41 Sun-21-Jul,3,"(156, 110)","(248, 222)",Iya,,22:31:52,,22:32:41
22:32:41 Sun-21-Jul,1,"(9, 113)","(158, 238)",Tidak,1,22:31:12,22:32:41,
22:32:41 Sun-21-Jul,2,"(247, 122)","(351, 215)",Tidak,2,22:31:15,22:32:41,
22:32:41 Sun-21-Jul,3,"(156, 110)","(248, 222)",Iya,,22:31:52,,22:32:41
22:32:41 Sun-21-Jul,1,"(9, 113)","(158, 238)",Tidak,2,22:31:12,22:32:41,
22:32:41 Sun-21-Jul,2,"(247, 122)","(351, 215)",Tidak,1,22:31:15,22:32:41,
22:32:41 Sun-21-Jul,3,"(156, 110)","(248, 222)",Iya,,22:31:52,,22:32:41
22:32:41 Sun-21-Jul,1,"(9, 113)","(158, 238)",Tidak,1,22:31:12,22:32:42,
22:32:41 Sun-21-Jul,2,"(247, 122)","(351, 215)",Tidak,2,22:31:15,22:32:42,
22:32:41 Sun-21-Jul,3,"(156, 110)","(248, 222)",Iya,,22:31:52,,22:32:42
22:32:42 Sun-21-Jul,1,"(9, 113)","(158, 238)",Tidak,1,22:31:12,22:32:42,
22:32:42 Sun-21-Jul,2,"(247, 122)","(351, 215)",Tidak,3,22:31:15,22:32:42,
22:32:42 Sun-21-Jul,3,"(156, 110)","(248, 222)",Iya,,22:31:52,,22:32:42
22:32:42 Sun-21-Jul,1,"(9, 113)","(158, 238)",Tidak,1,22:31:12,22:32:42,
22:32:42 Sun-21-Jul,2,"(247, 122)","(351, 215)",Tidak,3,22:31:15,22:32:42,
22:32:42 Sun-21-Jul,3,"(156, 110)","(248, 222)",Iya,,22:31:52,,22:32:42
22:32:42 Sun-21-Jul,1,"(9, 113)","(158, 238)",Tidak,1,22:31:12,22:32:42,
22:32:42 Sun-21-Jul,2,"(247, 122)","(351, 215)",Iya,,22:31:15,,22:32:42
22:32:42 Sun-21-Jul,3,"(156, 110)","(248, 222)",Iya,,22:31:52,,22:32:42
22:32:42 Sun-21-Jul,1,"(9, 113)","(158, 238)",Tidak,1,22:31:12,22:32:43,
22:32:42 Sun-21-Jul,2,"(247, 122)","(351, 215)",Iya,,22:31:15,,22:32:43
22:32:42 Sun-21-Jul,3,"(156, 110)","(248, 222)",Iya,,22:31:52,,22:32:43
22:32:43 Sun-21-Jul,1,"(9, 113)","(158, 238)",Tidak,1,22:31:12,22:32:43,
22:32:43 Sun-21-Jul,2,"(247, 122)","(351, 215)",Iya,,22:31:15,,22:32:43
22:32:43 Sun-21-Jul,3,"(156, 110)","(248, 222)",Iya,,22:31:52,,22:32:43
22:32:43 Sun-21-Jul,1,"(9, 113)","(158, 238)",Tidak,1,22:31:12,22:32:43,
22:32:43 Sun-21-Jul,2,"(247, 122)","(351, 215)",Iya,,22:31:15,,22:32:43
22:32:43 Sun-21-Jul,3,"(156, 110)","(248, 222)",Iya,,22:31:52,,22:32:43
22:32:43 Sun-21-Jul,1,"(9, 113)","(158, 238)",Tidak,1,22:31:12,22:32:43,
22:32:43 Sun-21-Jul,2,"(247, 122)","(351, 215)",Iya,,22:31:15,,22:32:43
22:32:43 Sun-21-Jul,3,"(156, 110)","(248, 222)",Iya,,22:31:52,,22:32:43
22:32:43 Sun-21-Jul,1,"(9, 113)","(158, 238)",Tidak,1,22:31:12,22:32:43,
22:32:43 Sun-21-Jul,2,"(247, 122)","(351, 215)",Iya,,22:31:15,,22:32:43
22:32:43 Sun-21-Jul,3,"(156, 110)","(248, 222)",Iya,,22:31:52,,22:32:43
